Session ID,u1769457262485
Completed At,2026-01-26 20:07:15.394Z
Created At,2026-01-26 19:54:22.485Z

User Data
prolificId,60a2a8570a0f9cc00d6b9d1a
age,47
gender,female
timestamp,1769458034706

Comprehension Check
Passed,TRUE

Level: comprehension_check
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-26 20:00:09.427Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,failed
2026-01-26 20:00:44.305Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,failed
2026-01-26 20:00:55.033Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,passed

Level: experiment
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-26 20:07:01.678Z,EXPERIMENT_COMPLETE,,,,,,,,,,,,,,,

Level: s111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-26 19:54:22.627Z,LEVEL_START,,,,,,,,,,,,,,,

Level: sm111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-26 19:54:22.697Z,LEVEL_START,,,,,,,,,,,,,,,
2026-01-26 20:01:32.767Z,GAME_ACTION,up,5.0,6.0,,,,,,,,,,,,
2026-01-26 20:01:33.036Z,GAME_ACTION,up,5.0,5.0,,,,,,,,,,,,
2026-01-26 20:01:35.906Z,GAME_ACTION,up,5.0,4.0,,,,,,,,,,,,
2026-01-26 20:01:36.208Z,GAME_ACTION,up,5.0,3.0,,,,,,,,,,,,
2026-01-26 20:01:36.489Z,GAME_ACTION,up,5.0,2.0,,,,,,,,,,,,
2026-01-26 20:01:36.491Z,INTERACTION,,5.0,2.0,,,,,,,,,,,wizard_interaction,
2026-01-26 20:01:47.498Z,GAME_ACTION,down,5.0,2.0,,,,,,,,,,,,
