Session ID,u1769204942557
Completed At,2026-01-23 22:01:29.009Z
Created At,2026-01-23 21:49:02.557Z

User Data
prolificId,6272b9dfc470a51d5fa0e6ea
age,44
gender,male
timestamp,1769205688748

Comprehension Check
Passed,TRUE

Level: comprehension_check
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-23 21:53:59.967Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,failed
2026-01-23 21:54:13.841Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,passed

Level: experiment
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-23 22:01:19.113Z,EXPERIMENT_COMPLETE,,,,,,,,,,,,,,,

Level: s111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-23 21:49:02.700Z,LEVEL_START,,,,,,,,,,,,,,,

Level: sm111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-23 21:49:02.771Z,LEVEL_START,,,,,,,,,,,,,,,
2026-01-23 21:54:29.916Z,AGENT_OBSERVE,,5.0,6.0,3.0,2.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:39.032Z,GAME_ACTION,up,5.0,6.0,,2.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:39.803Z,GAME_ACTION,up,5.0,5.0,,2.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:40.871Z,GAME_ACTION,right,5.0,4.0,,2.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:41.436Z,GAME_ACTION,right,6.0,4.0,,2.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:41.937Z,GAME_ACTION,right,7.0,4.0,,2.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:48.765Z,GAME_ACTION,right,8.0,4.0,,2.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:48.765Z,INTERACTION,,8.0,4.0,,2.0,8.0,,,,experienced1,,,,wizard_interaction,redAmulet
2026-01-23 21:54:55.923Z,AGENT_OBSERVE,,8.0,4.0,3.0,3.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:56.851Z,AGENT_OBSERVE,,8.0,4.0,3.0,4.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:57.875Z,AGENT_OBSERVE,,8.0,4.0,3.0,5.0,8.0,,,,experienced1,,,,,
2026-01-23 21:54:58.669Z,AGENT_OBSERVE,,8.0,4.0,3.0,5.0,7.0,,,,experienced1,,,,,
2026-01-23 21:55:01.046Z,AGENT_OBSERVE,,8.0,4.0,3.0,5.0,5.0,,,,experienced1,,,,,
2026-01-23 21:55:02.195Z,AGENT_OBSERVE,,8.0,4.0,3.0,5.0,4.0,,,,experienced1,,,,,
2026-01-23 21:55:03.353Z,AGENT_OBSERVE,,8.0,4.0,3.0,5.0,3.0,,,,experienced1,,,,,
2026-01-23 21:55:04.507Z,AGENT_OBSERVE,,8.0,4.0,3.0,5.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:05.572Z,AGENT_OBSERVE,,8.0,4.0,3.0,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:07.714Z,GAME_ACTION,left,8.0,4.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:08.398Z,GAME_ACTION,left,7.0,4.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:08.890Z,GAME_ACTION,left,6.0,4.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:09.690Z,GAME_ACTION,up,5.0,4.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:10.192Z,GAME_ACTION,up,5.0,3.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:11.270Z,GAME_ACTION,right,5.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:11.930Z,GAME_ACTION,right,6.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:12.484Z,GAME_ACTION,right,7.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:13.040Z,GAME_ACTION,right,8.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:14.281Z,INTERACTION,,8.0,2.0,,6.0,2.0,,,,experienced1,,,,wizard_interaction,blueAmulet
2026-01-23 21:55:14.281Z,GAME_ACTION,up,9.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:28.440Z,GAME_ACTION,left,9.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:28.870Z,GAME_ACTION,left,8.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:29.370Z,GAME_ACTION,left,7.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:29.934Z,GAME_ACTION,left,6.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:31.561Z,GAME_ACTION,down,5.0,2.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:32.019Z,GAME_ACTION,down,5.0,3.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:32.544Z,GAME_ACTION,down,5.0,4.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:33.062Z,GAME_ACTION,down,5.0,5.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:34.197Z,GAME_ACTION,left,5.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:34.645Z,GAME_ACTION,left,4.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:35.169Z,GAME_ACTION,left,3.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:35.668Z,INTERACTION,,3.0,6.0,,6.0,2.0,,,,experienced1,,,,treasure_interaction,A
2026-01-23 21:55:35.668Z,GAME_ACTION,left,2.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:50.463Z,GAME_ACTION,right,1.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:50.839Z,GAME_ACTION,right,2.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:51.253Z,GAME_ACTION,right,3.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:51.690Z,GAME_ACTION,right,4.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:52.341Z,GAME_ACTION,down,5.0,6.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:52.724Z,GAME_ACTION,down,5.0,7.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:53.555Z,GAME_ACTION,right,5.0,8.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:53.828Z,GAME_ACTION,right,6.0,8.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:54.161Z,GAME_ACTION,right,7.0,8.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:54.857Z,GAME_ACTION,right,8.0,8.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:54.857Z,INTERACTION,,8.0,8.0,,6.0,2.0,,,,experienced1,,,,treasure_interaction,B
2026-01-23 21:55:54.858Z,LEVEL_COMPLETE,,8.0,8.0,,6.0,2.0,,,,experienced1,,,,,
2026-01-23 21:55:57.859Z,LEVEL_COMPLETE,,8.0,8.0,,6.0,2.0,,,-28.0,experienced1,,,,,

Level: sm112_1
