Session ID,u1769713777399
Completed At,2026-01-29 19:25:37.940Z
Created At,2026-01-29 19:09:37.399Z

User Data
prolificId,67673cda94b4d0cf1a6a7382
age,57
gender,female
timestamp,1769714737757

Comprehension Check
Passed,TRUE

Level: comprehension_check
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 19:15:05.824Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,failed
2026-01-29 19:15:16.540Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,passed

Level: experiment
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 19:25:26.462Z,EXPERIMENT_COMPLETE,,,,,,,,,,,,,,,

Level: s111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 19:09:37.483Z,LEVEL_START,,,,,,,,,,,,,,,

Level: sm111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 19:09:37.525Z,LEVEL_START,,,,,,,,,,,,,,,
2026-01-29 19:15:45.957Z,GAME_ACTION,up,5.0,6.0,,,,,,,,,,,,
2026-01-29 19:15:46.240Z,GAME_ACTION,up,5.0,5.0,,,,,,,,,,,,
2026-01-29 19:15:46.474Z,GAME_ACTION,up,5.0,4.0,,,,,,,,,,,,
2026-01-29 19:15:46.773Z,GAME_ACTION,up,5.0,3.0,,,,,,,,,,,,
2026-01-29 19:15:47.023Z,GAME_ACTION,up,5.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:47.024Z,INTERACTION,,5.0,2.0,,,,,,,,,,,wizard_interaction,
2026-01-29 19:15:47.373Z,GAME_ACTION,up,5.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:50.840Z,GAME_ACTION,right,5.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:51.090Z,GAME_ACTION,right,6.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:51.324Z,GAME_ACTION,right,7.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:51.607Z,GAME_ACTION,right,8.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:51.990Z,GAME_ACTION,right,9.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:53.240Z,GAME_ACTION,up,9.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:53.241Z,INTERACTION,,9.0,2.0,,,,,,,,,,,wizard_interaction,blueAmulet
2026-01-29 19:15:56.190Z,GAME_ACTION,left,9.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:56.607Z,GAME_ACTION,left,8.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:56.841Z,GAME_ACTION,left,7.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:57.107Z,GAME_ACTION,left,6.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:58.624Z,GAME_ACTION,down,5.0,2.0,,,,,,,,,,,,
2026-01-29 19:15:58.873Z,GAME_ACTION,down,5.0,3.0,,,,,,,,,,,,
2026-01-29 19:15:59.357Z,GAME_ACTION,down,5.0,4.0,,,,,,,,,,,,
2026-01-29 19:15:59.606Z,GAME_ACTION,down,5.0,5.0,,,,,,,,,,,,
2026-01-29 19:16:00.190Z,GAME_ACTION,down,5.0,6.0,,,,,,,,,,,,
2026-01-29 19:16:00.473Z,GAME_ACTION,down,5.0,7.0,,,,,,,,,,,,
2026-01-29 19:16:01.773Z,GAME_ACTION,right,5.0,8.0,,,,,,,,,,,,
2026-01-29 19:16:02.107Z,GAME_ACTION,right,6.0,8.0,,,,,,,,,,,,
2026-01-29 19:16:02.356Z,GAME_ACTION,right,7.0,8.0,,,,,,,,,,,,
