Session ID,u1761000206836
Completed At,2025-10-20 23:01:10.723Z
Created At,2025-10-20 22:43:26.836Z

User Data
prolificId,5aebbea402d69a0001f1f487
age,54
gender,female
timestamp,1761001270245

Comprehension Check
Passed,TRUE

Level: comprehension_check
Timestamp,Type,Player Action,Player X,Player Y,NPC X,NPC Y,Steps Remaining,NPC Path Type,NPC Current Path Index,Interaction Type,Interaction Details
2025-10-20 22:47:24.414Z,INTERACTION,,,,,,,,,comprehension_check,passed

Level: experiment
Timestamp,Type,Player Action,Player X,Player Y,NPC X,NPC Y,Steps Remaining,NPC Path Type,NPC Current Path Index,Interaction Type,Interaction Details
2025-10-20 23:00:50.865Z,EXPERIMENT_COMPLETE,,,,,,,,,,

Level: s111_1
Timestamp,Type,Player Action,Player X,Player Y,NPC X,NPC Y,Steps Remaining,NPC Path Type,NPC Current Path Index,Interaction Type,Interaction Details
2025-10-20 22:43:26.927Z,LEVEL_START,,,,,,,,,,
2025-10-20 22:43:26.972Z,LEVEL_START,,,,,,,,,,
2025-10-20 22:47:41.225Z,AGENT_OBSERVE,,5.0,7.0,5.0,5.0,,experienced1,,,
2025-10-20 22:47:43.633Z,AGENT_OBSERVE,,5.0,7.0,5.0,6.0,,experienced1,,,
2025-10-20 22:47:45.997Z,AGENT_OBSERVE,,5.0,7.0,5.0,7.0,,experienced1,,,
2025-10-20 22:47:48.345Z,AGENT_OBSERVE,,5.0,7.0,5.0,8.0,,experienced1,,,
2025-10-20 22:47:49.158Z,AGENT_OBSERVE,,5.0,7.0,5.0,9.0,,experienced1,,,
2025-10-20 22:47:50.309Z,AGENT_OBSERVE,,5.0,7.0,5.0,10.0,,experienced1,,,
2025-10-20 22:47:51.444Z,AGENT_OBSERVE,,5.0,7.0,5.0,11.0,,experienced1,,,
2025-10-20 22:48:11.530Z,GAME_ACTION,up,5.0,7.0,5.0,11.0,,experienced1,,,
2025-10-20 22:48:12.734Z,GAME_ACTION,up,5.0,6.0,5.0,11.0,,experienced1,,,
2025-10-20 22:48:14.279Z,GAME_ACTION,left,5.0,5.0,5.0,11.0,,experienced1,,,
