Session ID,u1763652321105
Completed At,2025-11-20 15:47:34.158Z
Created At,2025-11-20 15:25:21.105Z

User Data
prolificId,67246794a85893f571f01fcc
age,29
gender,female
timestamp,1763653652007

Comprehension Check
Passed,TRUE

Level: comprehension_check
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2025-11-20 15:32:10.974Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,passed

Level: experiment
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2025-11-20 15:47:21.436Z,EXPERIMENT_COMPLETE,,,,,,,,,,,,,,,

Level: s111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2025-11-20 15:25:21.715Z,LEVEL_START,,,,,,,,,,,,,,,

Level: sm111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2025-11-20 15:25:22.124Z,LEVEL_START,,,,,,,,,,,,,,,
2025-11-20 15:32:56.667Z,GAME_ACTION,up,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:33:00.460Z,GAME_ACTION,down,5.0,6.0,,,,,,,,,,,,
2025-11-20 15:33:00.688Z,GAME_ACTION,down,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:33:01.922Z,GAME_ACTION,down,5.0,8.0,,,,,,,,,,,,
2025-11-20 15:33:03.666Z,GAME_ACTION,right,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:04.246Z,GAME_ACTION,right,6.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:04.400Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:04.602Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:04.770Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:04.995Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:16.955Z,GAME_ACTION,left,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:17.176Z,GAME_ACTION,left,6.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:19.494Z,GAME_ACTION,left,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:20.522Z,GAME_ACTION,left,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:32.207Z,GAME_ACTION,right,3.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:32.426Z,GAME_ACTION,right,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:34.063Z,GAME_ACTION,up,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:34.216Z,GAME_ACTION,up,5.0,8.0,,,,,,,,,,,,
2025-11-20 15:33:34.363Z,GAME_ACTION,up,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:33:34.584Z,GAME_ACTION,up,5.0,6.0,,,,,,,,,,,,
2025-11-20 15:33:37.272Z,GAME_ACTION,left,5.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:37.418Z,GAME_ACTION,left,4.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:37.600Z,GAME_ACTION,left,3.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:37.808Z,GAME_ACTION,left,2.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:37.809Z,INTERACTION,,2.0,5.0,,,,,,,,,,,wizard_interaction,
2025-11-20 15:33:38.032Z,GAME_ACTION,left,2.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:38.258Z,GAME_ACTION,left,2.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:40.506Z,GAME_ACTION,right,2.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:41.193Z,GAME_ACTION,right,3.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:42.207Z,GAME_ACTION,right,4.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:43.361Z,GAME_ACTION,down,5.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:43.574Z,GAME_ACTION,down,5.0,6.0,,,,,,,,,,,,
2025-11-20 15:33:44.013Z,GAME_ACTION,down,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:33:44.523Z,GAME_ACTION,down,5.0,8.0,,,,,,,,,,,,
2025-11-20 15:33:46.698Z,GAME_ACTION,right,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:47.169Z,GAME_ACTION,right,6.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:47.344Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:47.572Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:52.269Z,GAME_ACTION,left,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:52.486Z,GAME_ACTION,left,6.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:54.172Z,GAME_ACTION,up,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:33:54.326Z,GAME_ACTION,up,5.0,8.0,,,,,,,,,,,,
2025-11-20 15:33:54.479Z,GAME_ACTION,up,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:33:54.598Z,GAME_ACTION,up,5.0,6.0,,,,,,,,,,,,
2025-11-20 15:33:54.744Z,GAME_ACTION,up,5.0,5.0,,,,,,,,,,,,
2025-11-20 15:33:54.898Z,GAME_ACTION,up,5.0,4.0,,,,,,,,,,,,
2025-11-20 15:33:55.044Z,GAME_ACTION,up,5.0,3.0,,,,,,,,,,,,
2025-11-20 15:33:55.263Z,INTERACTION,,5.0,3.0,,,,,,,,,,,wizard_interaction,redAmulet
2025-11-20 15:33:55.263Z,GAME_ACTION,up,5.0,2.0,,,,,,,,,,,,
2025-11-20 15:33:58.504Z,GAME_ACTION,down,5.0,2.0,,,,,,,,,,,,
2025-11-20 15:34:06.214Z,GAME_ACTION,down,5.0,3.0,,,,,,,,,,,,
2025-11-20 15:34:08.247Z,GAME_ACTION,down,5.0,4.0,,,,,,,,,,,,
2025-11-20 15:34:09.480Z,GAME_ACTION,down,5.0,5.0,,,,,,,,,,,,
2025-11-20 15:34:10.279Z,GAME_ACTION,down,5.0,6.0,,,,,,,,,,,,
2025-11-20 15:34:12.125Z,GAME_ACTION,left,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:12.545Z,GAME_ACTION,left,4.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:12.764Z,GAME_ACTION,left,3.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:13.242Z,GAME_ACTION,left,3.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:13.474Z,GAME_ACTION,left,3.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:16.542Z,GAME_ACTION,right,3.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:17.511Z,GAME_ACTION,right,4.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:18.746Z,GAME_ACTION,down,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:34:19.169Z,GAME_ACTION,down,5.0,8.0,,,,,,,,,,,,
2025-11-20 15:34:20.681Z,GAME_ACTION,down,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:34:22.558Z,GAME_ACTION,up,5.0,10.0,,,,,,,,,,,,
2025-11-20 15:34:24.001Z,GAME_ACTION,right,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:34:24.667Z,GAME_ACTION,right,6.0,9.0,,,,,,,,,,,,
2025-11-20 15:34:24.828Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:34:24.982Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:34:25.149Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:34:25.366Z,GAME_ACTION,right,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:24.087Z,GAME_ACTION,left,7.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:24.240Z,GAME_ACTION,left,6.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:24.401Z,GAME_ACTION,left,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:24.626Z,GAME_ACTION,left,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:26.027Z,GAME_ACTION,right,3.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:26.989Z,GAME_ACTION,up,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:27.135Z,GAME_ACTION,up,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:27.362Z,GAME_ACTION,up,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:28.437Z,GAME_ACTION,left,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:29.221Z,GAME_ACTION,right,3.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:29.447Z,GAME_ACTION,right,4.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:30.701Z,GAME_ACTION,up,5.0,9.0,,,,,,,,,,,,
2025-11-20 15:35:30.854Z,GAME_ACTION,up,5.0,8.0,,,,,,,,,,,,
2025-11-20 15:35:31.001Z,GAME_ACTION,up,5.0,7.0,,,,,,,,,,,,
2025-11-20 15:35:31.146Z,GAME_ACTION,up,5.0,6.0,,,,,,,,,,,,
2025-11-20 15:35:31.372Z,GAME_ACTION,up,5.0,5.0,,,,,,,,,,,,
2025-11-20 15:35:31.873Z,GAME_ACTION,up,5.0,4.0,,,,,,,,,,,,
2025-11-20 15:35:34.544Z,GAME_ACTION,left,5.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:35.054Z,GAME_ACTION,left,4.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:35.267Z,GAME_ACTION,left,3.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:35.534Z,GAME_ACTION,left,2.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:36.888Z,GAME_ACTION,up,1.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:37.110Z,GAME_ACTION,up,1.0,2.0,,,,,,,,,,,,
2025-11-20 15:35:37.110Z,INTERACTION,,1.0,2.0,,,,,,,,,,,wizard_interaction,
2025-11-20 15:35:37.333Z,GAME_ACTION,up,1.0,2.0,,,,,,,,,,,,
2025-11-20 15:35:41.088Z,GAME_ACTION,down,1.0,2.0,,,,,,,,,,,,
2025-11-20 15:35:43.871Z,GAME_ACTION,right,1.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:44.016Z,GAME_ACTION,right,2.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:44.171Z,GAME_ACTION,right,3.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:44.303Z,GAME_ACTION,right,4.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:44.457Z,GAME_ACTION,right,5.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:44.603Z,GAME_ACTION,right,6.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:44.816Z,GAME_ACTION,right,7.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:45.885Z,GAME_ACTION,right,8.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:47.045Z,GAME_ACTION,up,9.0,3.0,,,,,,,,,,,,
2025-11-20 15:35:47.212Z,GAME_ACTION,up,9.0,2.0,,,,,,,,,,,,
