file,level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation
u1770041510906.csv,comprehension_check,0,0,0,1,0.0
u1770041510906.csv,experiment,0,0,0,1,0.0
u1770041510906.csv,s111_1,0,0,0,1,0.0
u1770041510906.csv,sm111_1,13,1,12,1,13.0
u1770041510906.csv,sm112_1,22,6,16,1,22.0
u1770041510906.csv,sm221_1,2,0,2,1,2.0
u1770041510906.csv,sm311_2,3,3,0,1,3.0
u1770041510906.csv,sm371_2,20,0,20,1,20.0
u1770041510906.csv,sm431_1,8,0,8,1,8.0
u1770041510906.csv,sm511_2,13,13,0,1,13.0
u1770041510906.csv,sm521_1,21,1,20,1,21.0
u1770041510906.csv,sm531_2,9,1,8,1,9.0
u1770041510906.csv,sm541_1,5,5,0,1,5.0
u1770041510906.csv,sm543_2,2,0,2,1,2.0
u1770041510906.csv,sm611_2,11,1,10,1,11.0
u1770039852651.csv,comprehension_check,0,0,0,1,0.0
u1770039852651.csv,experiment,0,0,0,1,0.0
u1770039852651.csv,s111_1,0,0,0,1,0.0
u1770039852651.csv,sm111_1,32,25,7,1,32.0
u1770039852651.csv,sm112_1,17,1,16,1,17.0
u1770039852651.csv,sm311_1,8,0,8,1,8.0
u1770039852651.csv,sm321_1,9,0,9,1,9.0
u1770039852651.csv,sm331_2,7,0,7,1,7.0
u1770039852651.csv,sm351_2,10,0,10,1,10.0
u1770039852651.csv,sm411_1,14,1,13,1,14.0
u1770039852651.csv,sm421_1,33,19,14,1,33.0
u1770039852651.csv,sm432_1,9,0,9,1,9.0
u1770039852651.csv,sm531_1,8,0,8,1,8.0
u1770039852651.csv,sm541_1,12,0,12,1,12.0
u1770039852651.csv,sm612_1,11,0,11,1,11.0
u1770039466431.csv,comprehension_check,0,0,0,1,0.0
u1770039466431.csv,experiment,0,0,0,1,0.0
u1770039466431.csv,s111_1,0,0,0,1,0.0
u1770039466431.csv,sm111_1,0,0,0,1,0.0
u1770039466431.csv,sm112_1,0,0,0,1,0.0
u1770039466431.csv,sm331_2,7,0,7,1,7.0
u1770039466431.csv,sm341_1,4,0,4,1,4.0
u1770039466431.csv,sm351_2,11,11,0,1,11.0
u1770039466431.csv,sm371_2,0,0,0,1,0.0
u1770039466431.csv,sm411_2,5,5,0,1,5.0
u1770039466431.csv,sm421_1,9,9,0,1,9.0
u1770039466431.csv,sm431_1,6,6,0,1,6.0
u1770039466431.csv,sm531_1,3,3,0,1,3.0
u1770039466431.csv,sm543_2,0,0,0,1,0.0
u1770039466431.csv,sm612_2,12,1,11,1,12.0
u1770045842219.csv,comprehension_check,0,0,0,1,0.0
u1770045842219.csv,experiment,0,0,0,1,0.0
u1770045842219.csv,s111_1,0,0,0,1,0.0
u1770045842219.csv,sm111_1,0,0,0,1,0.0
u1770045842219.csv,sm112_1,0,0,0,1,0.0
u1770045842219.csv,sm311_1,0,0,0,1,0.0
u1770045842219.csv,sm321_1,0,0,0,1,0.0
u1770045842219.csv,sm331_2,0,0,0,1,0.0
u1770045842219.csv,sm351_2,0,0,0,1,0.0
u1770045842219.csv,sm411_1,14,14,0,1,14.0
u1770045842219.csv,sm421_1,0,0,0,1,0.0
u1770045842219.csv,sm432_1,0,0,0,1,0.0
u1770045842219.csv,sm531_1,0,0,0,1,0.0
u1770045842219.csv,sm541_1,0,0,0,1,0.0
u1770045842219.csv,sm612_1,0,0,0,1,0.0
