Session ID,u1769717387246
Completed At,2026-01-29 20:22:13.235Z
Created At,2026-01-29 20:09:47.246Z

User Data
prolificId,667c5ac2e2bd1c0e9a4343bc
age,29
gender,male
timestamp,1769718132897

Comprehension Check
Passed,TRUE

Level: comprehension_check
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 20:14:20.236Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,failed
2026-01-29 20:14:28.493Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,failed
2026-01-29 20:14:31.991Z,INTERACTION,,,,,,,,,,,,,,comprehension_check,passed

Level: experiment
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 20:22:06.283Z,EXPERIMENT_COMPLETE,,,,,,,,,,,,,,,

Level: s111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 20:09:47.400Z,LEVEL_START,,,,,,,,,,,,,,,

Level: sm111_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-01-29 20:09:47.485Z,LEVEL_START,,,,,,,,,,,,,,,
2026-01-29 20:14:49.642Z,GAME_ACTION,up,5.0,6.0,,,,,,,,,,,,
2026-01-29 20:14:50.102Z,GAME_ACTION,up,5.0,5.0,,,,,,,,,,,,
2026-01-29 20:14:50.728Z,GAME_ACTION,right,5.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:51.145Z,GAME_ACTION,right,6.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:51.593Z,GAME_ACTION,right,7.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:52.072Z,GAME_ACTION,right,8.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:52.073Z,INTERACTION,,8.0,4.0,,,,,,,,,,,wizard_interaction,redAmulet
2026-01-29 20:14:52.785Z,GAME_ACTION,left,8.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:53.202Z,GAME_ACTION,left,7.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:53.631Z,GAME_ACTION,left,6.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:54.086Z,GAME_ACTION,down,5.0,4.0,,,,,,,,,,,,
2026-01-29 20:14:54.529Z,GAME_ACTION,down,5.0,5.0,,,,,,,,,,,,
